source_id,latitude,longitude,nearest_refinery_km,nearest_powerplant_km,nearest_mine_km,nearest_industrial_area_km,landcover_code,landcover_class,mean_distance_to_industry_km,min_distance_to_industry_km,mean_industrial_facilities_1km,mean_industrial_facilities_5km,industrial_land_ratio,forest_land_ratio,agricultural_land_ratio,nearest_facility_type,first_detection,last_detection,total_detections,active_days,mean_frp,max_frp,observation_span_days,recurrence_rate,detections_per_span_day,mean_gap_hours,std_gap_hours,median_gap_hours,min_gap_hours,max_gap_hours,temporal_regularity,max_active_days_7d,max_active_days_14d,max_active_days_30d,observation_days,event_type,predicted_event_type,mean_brightness,max_brightness,confidence_pct
SOURCE_0068,26.87804,73.51413,182.88195088947,14.03480405108,0.43934754950762,14.03480405108,50,Built-up,52.84772664,0.43934755,1,1,1,0,0,mine,2026-08-19 00:00:00+00:00,2026-08-21 00:00:00+00:00,3,3,1.3866666666667,1.67,2,0.42857142857143,1.5,24.0,0.0,24.0,24.0,24.0,1.0,3,3,3,7,Industrial,Industrial,313.47,320.01,76.67
SOURCE_0069,26.25852,74.09779,186.91873203594,8.4343566475089,2.8769334116597,5.5676192000708,40,Cropland,50.94941032,2.876933412,0,1,0,0,1,mine,2026-08-19 00:00:00+00:00,2026-08-19 00:00:00+00:00,2,1,1.11,1.19,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Agricultural,Agricultural,312.77,318.57,90.0
SOURCE_0070,23.80376,86.32996,200.48822312277,15.609136350402,0.016151846674545,2.8707119538022,60,Bare / sparse vegetation,54.74605582,0.016151847,1,2,1,0,0,mine,2026-08-19 00:00:00+00:00,2026-08-24 00:00:00+00:00,20,6,2.9695,6.43,5,0.85714285714286,4.0,6.3157894736842,10.568337177273,0.0,0.0,24.0,0.086442846943001,6,6,6,7,Industrial,Other,317.42,334.29,77.97
SOURCE_0071,23.77547,86.367,204.51978007943,12.123876561251,0.0,2.2001555685812,30,Grassland,54.71095305,0.0,1,2,1,0,0,mine,2026-08-19 00:00:00+00:00,2026-08-20 00:00:00+00:00,5,2,3.174,5.74,1,0.28571428571429,5.0,6.0,10.392304845413,0.0,0.0,24.0,0.087778549957133,2,2,2,7,Industrial,Forest/Natural,317.94,332.22,92.67
SOURCE_0072,26.26204,91.96658,19.377229449787,35.088286443233,4.5316189236277,4.6068134733788,80,Permanent water bodies,15.90098707,4.531618924,0,2,0,0,0,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,2.87,2.87,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Other,Other,317.18,323.61,81.33
SOURCE_0073,10.13192,77.77665,154.18176094216,3.0244450874651,12.009637566662,3.0244450874651,50,Built-up,43.06007217,3.024445087,0,2,1,0,0,powerplant,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.71,1.71,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Industrial,314.27,320.13,83.33
SOURCE_0074,9.07037,77.43026,152.69300536168,13.487382248033,4.831638858683,11.737230940891,40,Cropland,45.68731435,4.831638859,0,1,0,0,1,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,3.09,3.09,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,317.73,324.27,88.67
SOURCE_0075,8.82652,77.81555,203.20479225923,4.4270292381246,4.2957566396374,4.4572925025085,30,Grassland,54.09621766,4.29575664,0,3,0,0,0,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,1,3.97,4.05,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Forest/Natural,Forest/Natural,319.92,327.15,91.33
SOURCE_0076,9.01934,77.891,197.22752518241,4.3447414779731,9.3379114447963,4.3447414779731,10,Tree cover,53.8137299,4.344741478,0,2,0,1,0,powerplant,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,9.86,9.86,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,334.65,344.58,96.0
SOURCE_0077,9.06651,77.75156,181.34263582261,3.6812773212856,11.479328458279,3.6812773212856,10,Tree cover,50.04612973,3.681277321,0,2,0,1,0,powerplant,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,3,1,9.4833333333333,13.45,0,0.14285714285714,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7,Forest/Natural,Forest/Natural,333.71,355.35,95.33
SOURCE_0078,8.73457,78.0784,232.67221119321,5.2210183252874,15.973161163982,2.6647683413623,80,Permanent water bodies,64.13278976,2.664768341,0,1,0,0,0,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.92,1.92,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Other,Other,314.8,320.76,85.33
SOURCE_0079,14.39635,78.58465,234.38538020796,16.765165240837,4.9717830369113,16.765165240837,10,Tree cover,68.22187343,4.971783037,0,1,0,1,0,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,5.12,5.12,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,322.8,330.36,96.0
SOURCE_0080,17.56894,75.63644,347.23741875602,16.515313160131,35.164918025881,1.0783540313829,40,Cropland,99.99900099,1.078354031,0,1,0,0,1,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,4.39,4.39,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,320.98,328.17,88.67
SOURCE_0081,13.30639,76.27603,161.99182063123,16.836217811545,30.190407800377,3.6313176704846,40,Cropland,53.16244098,3.63131767,0,1,0,0,1,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,3.58,3.58,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,318.95,325.74,88.67
SOURCE_0082,14.16944,77.45648,319.03826696663,1.8425146374438,23.245559026708,1.8425146374438,40,Cropland,86.49221382,1.842514637,0,2,0,0,1,powerplant,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,4.22,4.22,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,320.55,327.66,88.67
SOURCE_0083,13.27826,79.15017,125.40046010267,11.973990480694,10.766419682526,6.0669224627499,40,Cropland,38.55194818,6.066922463,0,0,0,0,1,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,2.5,2.5,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,316.25,322.5,88.0
SOURCE_0084,11.72925,78.97382,138.04347354267,18.816813737316,6.0215540504878,2.8851343625069,40,Cropland,41.44174392,2.885134363,0,1,0,0,1,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,2.44,2.44,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,316.1,322.32,88.67
SOURCE_0085,11.65141,79.12849,120.11243935531,16.1017116936,8.6443270978746,7.4894955696935,10,Tree cover,38.08699343,7.48949557,0,0,0,1,0,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,4.74,4.74,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,321.85,329.22,96.0
SOURCE_0086,11.56117,79.1529,110.51629711822,6.0403380848643,13.325181375418,6.0403380848643,40,Cropland,33.98053867,6.040338085,0,0,0,0,1,powerplant,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,6.71,6.71,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,326.77,335.13,87.33
SOURCE_0087,17.50858,82.95274,38.290977259598,17.433050885146,25.188028770286,0.24077666981553,30,Grassland,20.2882084,0.24077667,1,1,1,0,0,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,3,1,11.486666666667,17.21,0,0.14285714285714,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7,Industrial,Forest/Natural,338.72,366.63,94.67
SOURCE_0088,14.90438,77.5486,362.44598803275,15.265829607575,29.056404711419,15.265829607575,40,Cropland,105.508513,15.26582961,0,0,0,0,1,powerplant,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,3.01,3.01,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,317.52,324.03,88.67
SOURCE_0089,21.1025,72.64508,159.73714349879,1.2056816549599,54.836640529928,0.056666154953729,50,Built-up,53.95903296,0.056666155,1,2,1,0,0,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,5,1,6.928,12.56,0,0.14285714285714,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7,Industrial,Industrial,327.32,352.68,76.0
SOURCE_0090,29.39208,74.30708,97.310703867034,11.114745371217,30.452124147791,38.205140585056,60,Bare / sparse vegetation,44.27067849,11.11474537,0,0,0,0,0,powerplant,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,5.84,5.84,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Other,Other,324.6,332.52,70.84
SOURCE_0091,24.11533,86.85748,182.80971222141,36.956563310989,0.11685742253583,24.016980035304,30,Grassland,60.97502825,0.116857423,1,1,1,0,0,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,3.36,3.36,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Forest/Natural,318.4,325.08,92.67
SOURCE_0092,23.80115,86.34909,201.12004034072,13.495218360624,0.0,2.8312427371365,60,Bare / sparse vegetation,54.36162536,0.0,1,2,1,0,0,mine,2026-08-19 00:00:00+00:00,2026-08-23 00:00:00+00:00,9,5,1.9255555555556,4.0,4,0.71428571428571,2.25,12.0,12.0,12.0,0.0,24.0,0.076923076923077,5,5,5,7,Industrial,Other,314.81,327.0,76.93
SOURCE_0093,23.78092,86.34646,203.50762142761,14.141334729295,0.45233121983463,2.8578366891223,50,Built-up,55.23978102,0.45233122,1,2,1,0,0,mine,2026-08-19 00:00:00+00:00,2026-08-20 00:00:00+00:00,3,2,1.2433333333333,2.27,1,0.28571428571429,3.0,12.0,12.0,12.0,0.0,24.0,0.076923076923077,2,2,2,7,Industrial,Industrial,313.11,321.81,77.33
SOURCE_0094,23.76651,86.39001,206.02242908498,10.219309930319,0.0,1.0729741538668,60,Bare / sparse vegetation,54.32867829,0.0,1,2,1,0,0,mine,2026-08-19 00:00:00+00:00,2026-08-20 00:00:00+00:00,4,2,2.18,4.66,1,0.28571428571429,4.0,8.0,11.313708498985,0.0,0.0,24.0,0.081210303141612,2,2,2,7,Industrial,Other,315.45,328.98,77.18
SOURCE_0095,23.77616,85.99555,201.92301721176,12.000418636269,0.16200433705954,1.6718079789253,10,Tree cover,53.93931204,0.162004337,1,2,1,1,0,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.73,1.73,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Forest/Natural,314.32,320.19,94.67
SOURCE_0096,23.72652,86.44112,211.84913992809,10.369676843694,0.0,5.2591970343713,10,Tree cover,56.86950345,0.0,1,1,1,1,0,mine,2026-08-20 00:00:00+00:00,2026-08-23 00:00:00+00:00,5,4,1.806,2.41,3,0.57142857142857,1.6666666666667,18.0,10.392304845413,24.0,0.0,24.0,0.087778549957133,4,4,4,7,Industrial,Forest/Natural,314.52,322.23,88.0
SOURCE_0097,23.72341,86.42146,211.80525800964,11.577811833736,0.77103280650029,3.3157592244363,30,Grassland,56.86746547,0.771032807,1,2,0,0,0,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,1,2.29,3.56,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Forest/Natural,Forest/Natural,315.73,325.68,91.33
SOURCE_0098,23.71838,86.42081,212.39308557531,12.15424041491,1.1436536337682,2.8425375026838,30,Grassland,57.13337928,1.143653634,0,2,0,0,0,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.02,1.02,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,312.55,318.06,90.67
SOURCE_0099,23.71616,86.44299,213.12525911279,11.517099953948,0.0,4.8899203531887,30,Grassland,57.38306985,0.0,1,2,1,0,0,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.99,1.99,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Forest/Natural,314.98,320.97,88.67
SOURCE_0100,23.71552,86.44933,213.34004450807,11.428680405661,0.0,5.5329321344339,60,Bare / sparse vegetation,57.57541426,0.0,1,1,1,0,0,mine,2026-08-20 00:00:00+00:00,2026-08-23 00:00:00+00:00,9,4,2.0722222222222,3.16,3,0.57142857142857,3.0,9.0,11.618950038622,0.0,0.0,24.0,0.079245895810614,4,4,4,7,Industrial,Other,315.18,324.48,77.07
SOURCE_0101,23.71304,86.42333,213.08290302261,12.618555936583,0.47012359122755,2.7301341828918,30,Grassland,57.22542918,0.470123591,1,2,1,0,0,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,3,1,3.0766666666667,4.23,0,0.14285714285714,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7,Industrial,Forest/Natural,317.69,327.69,91.33
SOURCE_0102,23.68038,86.0688,213.39826679713,2.5686401829305,4.5101241771462,1.0533275401345,40,Cropland,55.38258967,1.05332754,0,3,0,0,1,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,1,1.07,1.4,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Agricultural,Agricultural,312.68,319.2,93.33
SOURCE_0103,23.56148,87.23978,205.96102354354,1.1615529427892,1.5994971179857,0.0,10,Tree cover,52.1805184,0.0,1,3,1,1,0,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,3,1,2.7933333333333,3.32,0,0.14285714285714,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7,Industrial,Forest/Natural,316.98,324.96,91.33
SOURCE_0104,23.74441,85.50506,214.48701043775,27.671646562548,0.96704206872308,1.6227160386173,10,Tree cover,61.18710378,0.967042069,1,2,0,1,0,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,1,0.64,0.87,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Forest/Natural,Forest/Natural,311.6,317.61,97.33
SOURCE_0105,23.55093,87.24238,204.6929300535,0.4442300366796,1.0018599354022,0.0,50,Built-up,51.53475501,0.0,2,3,1,0,0,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,1,2.345,2.87,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Industrial,Industrial,315.86,323.61,98.0
SOURCE_0106,23.56301,87.08428,214.73562478395,4.1144771542741,1.8801087181315,1.991541924051,60,Bare / sparse vegetation,55.68043815,1.880108718,0,3,0,0,0,mine,2026-08-19 00:00:00+00:00,2026-08-21 00:00:00+00:00,4,3,2.615,3.93,2,0.42857142857143,2.0,16.0,11.313708498985,24.0,0.0,24.0,0.081210303141612,3,3,3,7,Other,Other,316.54,326.79,67.61
SOURCE_0107,23.69801,85.366,224.6605997713,42.648409566398,0.09893612288385,3.1378096174741,30,Grassland,67.63643877,0.098936123,1,2,1,0,0,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,0.31,0.31,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Forest/Natural,310.77,315.93,92.0
SOURCE_0108,23.50349,87.32597,195.32850833177,1.8610419984389,11.055796054036,0.012000241108239,40,Cropland,52.06433666,0.012000241,1,2,1,0,1,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,3.33,3.33,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Agricultural,318.32,324.99,92.67
SOURCE_0109,23.65808,85.50532,224.56741309243,29.067693398317,5.550280144719,0.038814162805522,10,Tree cover,64.8060502,0.038814163,1,1,1,1,0,industrial_area,2026-08-20 00:00:00+00:00,2026-08-22 00:00:00+00:00,4,3,1.0825,1.53,2,0.42857142857143,2.0,16.0,11.313708498985,24.0,0.0,24.0,0.081210303141612,3,3,3,7,Industrial,Forest/Natural,312.71,319.59,90.0
SOURCE_0110,23.64802,85.43788,227.87229677645,36.59985670422,0.0,0.40911864407363,60,Bare / sparse vegetation,66.22031803,0.0,2,2,1,0,0,mine,2026-08-20 00:00:00+00:00,2026-08-22 00:00:00+00:00,11,3,2.97,8.73,2,0.42857142857143,5.5,4.8,9.6,0.0,0.0,24.0,0.094339622641509,3,3,3,7,Industrial,Other,317.42,341.19,77.97
SOURCE_0111,23.6707,84.99498,244.68898343245,20.979401952975,0.059697321044377,1.3093921619085,10,Tree cover,66.75936872,0.059697321,1,2,1,1,0,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,1,0.98,1.03,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Industrial,Forest/Natural,312.45,318.09,96.0
SOURCE_0112,23.66463,84.99976,245.08264139193,21.696160167775,0.0,1.4296327959048,60,Bare / sparse vegetation,67.05210859,0.0,1,2,1,0,0,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,1,0.82,1.03,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Industrial,Other,312.05,318.09,75.82
SOURCE_0113,27.37922,95.33605,31.206731601431,8.8651511261756,12.001531546394,0.0,40,Cropland,13.01835357,0.0,1,1,1,0,1,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,2.32,2.32,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Agricultural,315.8,321.96,87.33
SOURCE_0114,27.37876,95.0898,58.612265768624,23.092981709002,12.684373115968,0.034920888942464,40,Cropland,23.60613537,0.034920889,1,1,1,0,1,industrial_area,2026-08-19 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,2,1.305,2.03,1,0.28571428571429,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,7,Industrial,Agricultural,313.26,321.09,87.33
SOURCE_0115,21.75551,84.02298,335.52784528308,1.6627398870189,3.8621386119182,0.0,50,Built-up,85.26318095,0.0,1,3,1,0,0,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,1,2.9,2.91,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Industrial,Industrial,317.25,323.73,82.0
SOURCE_0116,21.76537,85.57951,210.66134641328,43.6909656004,14.263375094516,18.296794948652,50,Built-up,71.72812051,14.26337509,0,0,1,0,0,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,0.27,0.27,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Industrial,310.68,315.81,87.33
SOURCE_0117,21.9578,83.80929,368.64014158739,8.1061619425352,1.4589209146027,8.1061619425352,10,Tree cover,96.5778466,1.458920915,0,1,0,1,0,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.43,1.43,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,313.58,319.29,96.0
SOURCE_0118,14.83003,79.30145,218.32592291653,34.646574302289,25.654384302902,6.0744629362452,20,Shrubland,71.17533611,6.074462936,0,0,0,0,0,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,1,6.605,8.66,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Forest/Natural,Forest/Natural,326.51,340.98,93.33
SOURCE_0119,14.8294,79.30762,217.92110089382,34.166891207959,25.295516060018,6.2173856727629,10,Tree cover,70.90022346,6.217385673,0,0,0,1,0,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,1,5.785,7.02,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Forest/Natural,Forest/Natural,324.46,336.06,95.33
SOURCE_0120,25.94392,72.19305,0.0,3.5220232370808,28.132193844375,1.8437536764051,60,Bare / sparse vegetation,8.374492689,0.0,1,3,1,0,0,refinery,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.41,1.41,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Other,313.52,319.23,76.41
SOURCE_0121,29.46148,76.86364,0.0,0.588398749814,81.55539931159,0.0,10,Tree cover,20.53594952,0.0,3,3,1,1,0,refinery,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,6,1,7.8833333333333,13.66,0,0.14285714285714,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7,Industrial,Industrial,329.71,355.98,82.88
SOURCE_0122,29.91172,74.95081,0.0,2.0271546880545,72.959029529213,0.0,50,Built-up,18.74654605,0.0,2,3,1,0,0,refinery,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,5,1,3.61,4.68,0,0.14285714285714,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7,Industrial,Industrial,319.02,329.04,96.67
SOURCE_0123,28.74485,76.92733,89.13794000046,3.8091707481274,15.215998398688,4.3630320575691,40,Cropland,28.1315353,3.809170748,0,2,0,0,1,powerplant,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,1,2.945,3.42,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Agricultural,Agricultural,317.36,325.26,91.33
SOURCE_0124,27.28837,73.83765,243.50837202697,46.596469227579,33.550096685267,16.267501657998,40,Cropland,84.9806099,16.26750166,0,0,0,0,1,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.14,1.14,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,312.85,318.42,91.33
SOURCE_0125,26.92761,73.46851,182.85102289206,9.6957785664915,0.85638290378941,9.6957785664915,50,Built-up,50.77474073,0.856382904,1,1,1,0,0,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.38,1.38,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Industrial,313.45,319.14,84.0
SOURCE_0126,19.80504,78.86545,513.07482610889,31.32498524308,3.0939615366427,21.911759558293,30,Grassland,142.3513831,3.093961537,0,1,0,0,0,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,1,0.61,0.61,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Forest/Natural,Forest/Natural,311.52,316.83,93.33
SOURCE_0127,19.07515,73.13273,25.822575599141,10.09246528267,3.7189974649346,0.18669791698807,40,Cropland,9.955184066,0.186697917,1,2,1,0,1,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,3.38,3.38,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Agricultural,318.45,325.14,86.67
SOURCE_0128,12.86819,78.8947,157.14145100081,28.97038017651,1.3779089921926,3.0322896207602,10,Tree cover,47.63050745,1.377908992,0,2,0,1,0,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.19,1.19,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,312.98,318.57,95.33
SOURCE_0129,15.17791,77.10345,353.56971043613,2.0623391939044,25.43570853887,0.0,10,Tree cover,95.26693954,0.0,1,2,1,1,0,industrial_area,2026-08-20 00:00:00+00:00,2026-08-21 00:00:00+00:00,6,2,1.16,2.0,1,0.28571428571429,6.0,4.8,9.6,0.0,0.0,24.0,0.094339622641509,2,2,2,7,Industrial,Forest/Natural,312.9,321.0,92.67
SOURCE_0130,15.18351,76.66707,321.49428033835,0.0,2.7840997845917,0.0,60,Bare / sparse vegetation,81.06959503,0.0,2,3,1,0,0,powerplant,2026-08-20 00:00:00+00:00,2026-08-21 00:00:00+00:00,19,2,2.1721052631579,8.31,1,0.28571428571429,19.0,1.3333333333333,5.4974741674902,0.0,0.0,24.0,0.15390596010423,2,2,2,7,Industrial,Other,315.43,339.93,77.17
SOURCE_0131,15.18032,76.65672,320.48505908558,0.51160712709111,2.9924405929937,0.0,10,Tree cover,80.9972767,0.0,2,3,1,1,0,industrial_area,2026-08-20 00:00:00+00:00,2026-08-21 00:00:00+00:00,11,2,2.6454545454545,4.29,1,0.28571428571429,11.0,2.4,7.2,0.0,0.0,24.0,0.1219512195122,2,2,2,7,Industrial,Forest/Natural,316.61,327.87,92.0
SOURCE_0132,15.13828,76.70865,320.4154710612,5.4275886848427,2.858914522469,0.0,10,Tree cover,82.17549357,0.0,1,2,1,1,0,industrial_area,2026-08-20 00:00:00+00:00,2026-08-21 00:00:00+00:00,4,2,0.69,0.9,1,0.28571428571429,4.0,8.0,11.313708498985,0.0,0.0,24.0,0.081210303141612,2,2,2,7,Industrial,Forest/Natural,311.73,317.7,90.0
SOURCE_0133,15.18593,76.31431,298.63470990916,7.044396732566,8.210584348843,6.6109178592233,50,Built-up,80.12515221,6.610917859,0,0,1,0,0,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,0.7,0.7,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Industrial,311.75,317.1,86.0
SOURCE_0134,15.17281,76.38165,301.53267894558,0.41659097047383,3.5989567411779,0.0,60,Bare / sparse vegetation,76.38705666,0.0,2,3,1,0,0,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,0.64,0.64,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Other,311.6,316.92,75.64
SOURCE_0135,15.16786,76.38057,300.99358554845,0.3782771565271,4.1809396770523,0.0,60,Bare / sparse vegetation,76.3882006,0.0,2,3,1,0,0,industrial_area,2026-08-19 00:00:00+00:00,2026-08-21 00:00:00+00:00,3,3,1.7166666666667,2.12,2,0.42857142857143,1.5,24.0,0.0,24.0,24.0,24.0,1.0,3,3,3,7,Industrial,Other,314.29,321.36,76.72
SOURCE_0136,15.16292,76.37949,300.45559741451,0.83664605417013,4.7438391335229,0.0,40,Cropland,76.50902065,0.0,2,3,1,0,1,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.52,1.52,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Agricultural,313.8,319.56,88.0
SOURCE_0137,12.86719,78.89952,156.64274506209,28.49361450355,1.6091662918657,3.5031533318017,10,Tree cover,47.5621698,1.609166292,0,2,0,1,0,mine,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.19,1.19,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,312.98,318.57,95.33
SOURCE_0138,12.66981,76.85625,225.58295139635,20.000101148229,27.931928207444,13.850740856463,40,Cropland,71.8414304,13.85074086,0,0,0,0,1,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,0.44,0.44,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,311.1,316.32,88.0
